month,location,grid_squaresX,grid_squaresY,aq,utctimestamp,period,test_period
Sep-15,Philpot St/Commercial Road,534816,181321,54.7,2015-09-01,before,
Sep-15,Wentworth Mews,536452,182454,58.2,2015-09-01,before,
Sep-15,Newport Avenue,538955,180872,37.5,2015-09-01,before,
Sep-15,Portree Street,538895,181296,49.8,2015-09-01,before,
Oct-15,Devons Road / Campbell Road ,537577,182232,48.5,2015-10-01,before,
Oct-15,Jubilee Street/Commercial Rd,535150,181279,76.3,2015-10-01,before,
Oct-15,Mast House Terrace,537348,178690,36.9,2015-10-01,before,
Oct-15,Bow Rd/Alfred St,537056,182773,41.6,2015-10-01,before,
Oct-15,Manchester Road/East Ferry Road,538033,178360,38.3,2015-10-01,before,
Oct-15,Millwall Park,538259,178688,29.2,2015-10-01,before,
Oct-15,Finnis St/Three Colts Lane,534783,182385,41.2,2015-10-01,before,
Oct-15,Prestons Road/ Coldharbour,538364,180188,41.2,2015-10-01,before,
Oct-15,Lawnhouse Close ,538191,179750,45.7,2015-10-01,before,
Oct-15,Paradise Row/Bethnal Green Rd,534959,182757,49.5,2015-10-01,before,
Oct-15,Sidney St/Mile End Rd,534968,181878,50.0,2015-10-01,before,
Oct-15,Manchester Road/Ollife Street ,538432,179044,37.7,2015-10-01,before,
Oct-15,John Smith Mews,538742,180756,35.2,2015-10-01,before,
Oct-15,Seyssel Street,538545,178767,39.1,2015-10-01,before,
Oct-15,Brick Lane/Princelet St,533866,181860,47.4,2015-10-01,before,
Oct-15,Philpot St/Commercial Road,534816,181321,62.6,2015-10-01,before,
Oct-15,Hale Street,537661,180768,36.7,2015-10-01,before,
Oct-15,Millwall Park,538247,178689,28.2,2015-10-01,before,
Oct-15,Dellow St/The Highway,534951,180779,53.6,2015-10-01,before,
Oct-15,Chrisp Street/E India Dock Road ,537940,181021,45.2,2015-10-01,before,
Oct-15,Buckfast St/Bethnal Green Rd,534259,182580,41.6,2015-10-01,before,
Oct-15,Limeharbour,537953,179357,54.7,2015-10-01,before,
Oct-15,Brodlove Lane,535598,180816,43.8,2015-10-01,before,
Oct-15,Morris/Barchester Street,537731,181761,,2015-10-01,before,
Oct-15,Warner Place/Hackney Rd,534255,183130,40.5,2015-10-01,before,
Oct-15,Cavell St/Stepney Way,534884,181667,46.0,2015-10-01,before,
Oct-15,Wapping Wall/Garnet St,535132,180337,,2015-10-01,before,
Oct-15,Wapping High St/Sampson St,534444,180122,42.0,2015-10-01,before,
Oct-15,Zetland Street/A12,538178,181747,81.4,2015-10-01,before,
Oct-15,Watney Market,534938,181257,43.4,2015-10-01,before,
Oct-15,Stepney Green,535545,181604,38.4,2015-10-01,before,
Oct-15,Commercial St/Calvin St,533583,182066,81.5,2015-10-01,before,
Oct-15,Blair Street (End of Street),538366,181180,48.2,2015-10-01,before,
Oct-15,Rich Street,536937,180987,47.6,2015-10-01,before,
Oct-15,Locksley St/St Paul's Way,536702,181646,,2015-10-01,before,
Oct-15,Bethnal Green Rd/ Brick Lane,533860,182442,44.6,2015-10-01,before,
Oct-15,Dod St/Burdett Rd,537026,181227,37.1,2015-10-01,before,
Oct-15,Rhodeswell Rd,536574,181338,45.1,2015-10-01,before,
Oct-15,Portree Street,538895,181296,49.2,2015-10-01,before,
Oct-15,Ackroyd Drive,536767,181771,50.7,2015-10-01,before,
Oct-15,Wick Lane/Autumn St,537304,183619,41.6,2015-10-01,before,
Oct-15,Ben Johnson Road,536080,181721,,2015-10-01,before,
Oct-15,Newport Avenue,538955,180872,36.5,2015-10-01,before,
Oct-15,Calvert Ave/Boundary Street,533507,182569,41.6,2015-10-01,before,
Oct-15,Rhondda Grove/Mile End Rd,536542,182589,37.1,2015-10-01,before,
Oct-15,Harford St/Mile End Rd,536089,182258,51.6,2015-10-01,before,
Oct-15,Thames Path Storers Quay,538730,178733,,2015-10-01,before,
Oct-15,St Stephen's Rd/Tredegar Rd,536713,183070,55.8,2015-10-01,before,
Oct-15,Ford Close/Roman Rd,536457,183301,54.0,2015-10-01,before,
Oct-15,Colombia Rd/Gossett Street,533883,182815,38.3,2015-10-01,before,
Oct-15,Parnell Rd/Old Ford Rd,536874,183741,45.7,2015-10-01,before,
Oct-15,Victoria Park,536494,184170,27.2,2015-10-01,before,
Oct-15,Sextant Avenue,538674,178887,,2015-10-01,before,
Oct-15,Victoria Park,536494,184170,,2015-10-01,before,
Oct-15,Wentworth Mews,536452,182454,62.5,2015-10-01,before,
Oct-15,Globe Rd/Mile End Rd,535295,182820,61.2,2015-10-01,before,
Oct-15,Grove Rd/Old Ford Rd,535930,183385,50.7,2015-10-01,before,
Oct-15,Bow Rd /Glebe Terrace,537525,182887,72.9,2015-10-01,before,
Oct-15,Westferry Road/Limehouse Link jnct,537100,180791,,2015-10-01,before,
Oct-15,TH Cemetery Park,536730,182363,29.5,2015-10-01,before,
Oct-15,St Katherine's Way,533984,180373,36.3,2015-10-01,before,
Oct-15,Wrexham Road,537581,183208,51.2,2015-10-01,before,
Oct-15,Whitechapel High St (KFC),533985,181426,57.0,2015-10-01,before,
Oct-15,Fieldgate Street,534232,181584,53.0,2015-10-01,before,
Oct-15,Mansell St,533801,180726,82.7,2015-10-01,before,
Oct-15,Bromley High Street/ St leonards,537868,182912,48.0,2015-10-01,before,
Oct-15,Bonner Road,535356,183223,45.6,2015-10-01,before,
Oct-15,Dolphin Lane,537539,180688,30.8,2015-10-01,before,
Oct-15,Devas Street /Devons road,537821,182332,51.2,2015-10-01,before,
Oct-15,Bow Common Lane/St Paul's Way,537248,181820,,2015-10-01,before,
Oct-15,Hatfield Terrace/Fairfield Road,537356,183059,38.0,2015-10-01,before,
Oct-15,Hannibal Rd/Mile End Rd,535392,182010,,2015-10-01,before,
Oct-15,"Cascades, Westferry Road",537115,180074,46.2,2015-10-01,before,
Oct-15,Fairfield Road/Tredegar Road ,537159,183415,59.2,2015-10-01,before,
Oct-15,Whitechapel Market,534516,181744,,2015-10-01,before,
Nov-15,Chrisp Street/E India Dock Road ,537940,181021,49.3,2015-11-01,before,
Nov-15,Hatfield Terrace/Fairfield Road,537356,183059,31.3,2015-11-01,before,
Nov-15,St Katherine's Way,533984,180373,39.5,2015-11-01,before,
Nov-15,Colombia Rd/Gossett Street,533883,182815,46.4,2015-11-01,before,
Nov-15,Devons Road / Campbell Road ,537577,182232,46.0,2015-11-01,before,
Nov-15,Paradise Row/Bethnal Green Rd,534959,182757,57.5,2015-11-01,before,
Nov-15,Prestons Road/ Coldharbour,538364,180188,38.4,2015-11-01,before,
Nov-15,Thames Path Storers Quay,538730,178733,,2015-11-01,before,
Nov-15,Newport Avenue,538955,180872,36.2,2015-11-01,before,
Nov-15,Warner Place/Hackney Rd,534255,183130,44.8,2015-11-01,before,
Nov-15,Wrexham Road,537581,183208,,2015-11-01,before,
Nov-15,Whitechapel High St (KFC),533985,181426,83.0,2015-11-01,before,
Nov-15,Zetland Street/A12,538178,181747,49.8,2015-11-01,before,
Nov-15,Commercial St/Calvin St,533583,182066,62.0,2015-11-01,before,
Nov-15,Devas Street /Devons road,537821,182332,53.2,2015-11-01,before,
Nov-15,Wapping High St/Sampson St,534444,180122,36.3,2015-11-01,before,
Nov-15,Blair Street (End of Street),538366,181180,58.6,2015-11-01,before,
Nov-15,John Smith Mews,538742,180756,42.3,2015-11-01,before,
Nov-15,Bethnal Green Rd/ Brick Lane,533860,182442,49.1,2015-11-01,before,
Nov-15,Bromley High Street/ St leonards,537868,182912,38.0,2015-11-01,before,
Nov-15,Morris/Barchester Street,537731,181761,38.0,2015-11-01,before,
Nov-15,Brick Lane/Princelet St,533866,181860,38.9,2015-11-01,before,
Nov-15,Portree Street,538895,181296,49.8,2015-11-01,before,
Nov-15,Mansell St,533801,180726,86.3,2015-11-01,before,
Nov-15,Calvert Ave/Boundary Street,533507,182569,47.6,2015-11-01,before,
Nov-15,Hale Street,537661,180768,29.6,2015-11-01,before,
Nov-15,Buckfast St/Bethnal Green Rd,534259,182580,47.2,2015-11-01,before,
Nov-15,Victoria Park,536494,184170,,2015-11-01,before,
Nov-15,Jubilee Street/Commercial Rd,535150,181279,,2015-11-01,before,
Nov-15,Brodlove Lane,535598,180816,49.1,2015-11-01,before,
Nov-15,Mast House Terrace,537348,178690,32.0,2015-11-01,before,
Nov-15,Ackroyd Drive,536767,181771,44.2,2015-11-01,before,
Nov-15,Bow Rd/Alfred St,537056,182773,56.2,2015-11-01,before,
Nov-15,Rhodeswell Rd,536574,181338,34.9,2015-11-01,before,
Nov-15,Dod St/Burdett Rd,537026,181227,35.7,2015-11-01,before,
Nov-15,Cavell St/Stepney Way,534884,181667,55.5,2015-11-01,before,
Nov-15,"Cascades, Westferry Road",537115,180074,47.2,2015-11-01,before,
Nov-15,Hannibal Rd/Mile End Rd,535392,182010,108.2,2015-11-01,before,
Nov-15,Westferry Road/Limehouse Link jnct,537100,180791,44.6,2015-11-01,before,
Nov-15,Locksley St/St Paul's Way,536702,181646,,2015-11-01,before,
Nov-15,Rich Street,536937,180987,40.3,2015-11-01,before,
Nov-15,Dolphin Lane,537539,180688,41.4,2015-11-01,before,
Nov-15,Bonner Road,535356,183223,37.1,2015-11-01,before,
Nov-15,Stepney Green,535545,181604,41.2,2015-11-01,before,
Nov-15,Watney Market,534938,181257,,2015-11-01,before,
Nov-15,Bow Common Lane/St Paul's Way,537248,181820,45.8,2015-11-01,before,
Nov-15,Finnis St/Three Colts Lane,534783,182385,39.7,2015-11-01,before,
Nov-15,Grove Rd/Old Ford Rd,535930,183385,54.4,2015-11-01,before,
Nov-15,TH Cemetery Park,536730,182363,26.5,2015-11-01,before,
Nov-15,Fieldgate Street,534232,181584,44.7,2015-11-01,before,
Nov-15,Globe Rd/Mile End Rd,535295,182820,55.1,2015-11-01,before,
Nov-15,Wick Lane/Autumn St,537304,183619,42.1,2015-11-01,before,
Nov-15,Bow Rd /Glebe Terrace,537525,182887,60.2,2015-11-01,before,
Nov-15,Whitechapel Market,534516,181744,79.5,2015-11-01,before,
Nov-15,Millwall Park,538259,178688,28.9,2015-11-01,before,
Nov-15,Wentworth Mews,536452,182454,40.6,2015-11-01,before,
Nov-15,Fairfield Road/Tredegar Road ,537159,183415,50.2,2015-11-01,before,
Nov-15,Limeharbour,537953,179357,42.7,2015-11-01,before,
Nov-15,St Stephen's Rd/Tredegar Rd,536713,183070,45.1,2015-11-01,before,
Nov-15,Sextant Avenue,538674,178887,,2015-11-01,before,
Nov-15,Millwall Park,538247,178689,25.5,2015-11-01,before,
Nov-15,Ford Close/Roman Rd,536457,183301,40.1,2015-11-01,before,
Nov-15,Sidney St/Mile End Rd,534968,181878,55.3,2015-11-01,before,
Nov-15,Dellow St/The Highway,534951,180779,76.9,2015-11-01,before,
Nov-15,Harford St/Mile End Rd,536089,182258,43.1,2015-11-01,before,
Nov-15,Philpot St/Commercial Road,534816,181321,60.0,2015-11-01,before,
Nov-15,Manchester Road/Ollife Street ,538432,179044,23.9,2015-11-01,before,
Nov-15,Manchester Road/East Ferry Road,538033,178360,23.0,2015-11-01,before,
Nov-15,Rhondda Grove/Mile End Rd,536542,182589,36.5,2015-11-01,before,
Nov-15,Parnell Rd/Old Ford Rd,536874,183741,45.0,2015-11-01,before,
Nov-15,Wapping Wall/Garnet St,535132,180337,33.6,2015-11-01,before,
Nov-15,Lawnhouse Close ,538191,179750,,2015-11-01,before,
Nov-15,Victoria Park,536494,184170,,2015-11-01,before,
Nov-15,Ben Johnson Road,536080,181721,48.5,2015-11-01,before,
Nov-15,Seyssel Street,538545,178767,26.5,2015-11-01,before,
Dec-15,Globe Rd/Mile End Rd,535295,182820,53.4,2015-12-01,before,
Dec-15,Zetland Street/A12,538178,181747,49.0,2015-12-01,before,
Dec-15,Commercial St/Calvin St,533583,182066,53.2,2015-12-01,before,
Dec-15,Ford Close/Roman Rd,536457,183301,29.0,2015-12-01,before,
Dec-15,Parnell Rd/Old Ford Rd,536874,183741,38.4,2015-12-01,before,
Dec-15,Victoria Park,536494,184170,,2015-12-01,before,
Dec-15,Thames Path Storers Quay,538730,178733,24.3,2015-12-01,before,
Dec-15,Wick Lane/Autumn St,537304,183619,42.0,2015-12-01,before,
Dec-15,Watney Market,534938,181257,34.5,2015-12-01,before,
Dec-15,Harford St/Mile End Rd,536089,182258,32.9,2015-12-01,before,
Dec-15,Rich Street,536937,180987,31.8,2015-12-01,before,
Dec-15,Calvert Ave/Boundary Street,533507,182569,40.2,2015-12-01,before,
Dec-15,Ben Johnson Road,536080,181721,34.1,2015-12-01,before,
Dec-15,Wentworth Mews,536452,182454,43.5,2015-12-01,before,
Dec-15,Rhodeswell Rd,536574,181338,32.2,2015-12-01,before,
Dec-15,Portree Street,538895,181296,49.5,2015-12-01,before,
Dec-15,Whitechapel Market,534516,181744,69.4,2015-12-01,before,
Dec-15,Newport Avenue,538955,180872,24.9,2015-12-01,before,
Dec-15,Ackroyd Drive,536767,181771,40.9,2015-12-01,before,
Dec-15,Rhondda Grove/Mile End Rd,536542,182589,36.2,2015-12-01,before,
Dec-15,Dod St/Burdett Rd,537026,181227,36.3,2015-12-01,before,
Dec-15,Bethnal Green Rd/ Brick Lane,533860,182442,32.0,2015-12-01,before,
Dec-15,Colombia Rd/Gossett Street,533883,182815,33.5,2015-12-01,before,
Dec-15,Locksley St/St Paul's Way,536702,181646,28.2,2015-12-01,before,
Dec-15,Blair Street (End of Street),538366,181180,59.3,2015-12-01,before,
Dec-15,St Stephen's Rd/Tredegar Rd,536713,183070,36.0,2015-12-01,before,
Dec-15,Stepney Green,535545,181604,29.3,2015-12-01,before,
Dec-15,Lawnhouse Close ,538191,179750,63.8,2015-12-01,before,
Dec-15,Mansell St,533801,180726,76.7,2015-12-01,before,
Dec-15,Fairfield Road/Tredegar Road ,537159,183415,41.9,2015-12-01,before,
Dec-15,Brick Lane/Princelet St,533866,181860,38.1,2015-12-01,before,
Dec-15,Wapping Wall/Garnet St,535132,180337,29.1,2015-12-01,before,
Dec-15,Limeharbour,537953,179357,30.7,2015-12-01,before,
Dec-15,Chrisp Street/E India Dock Road ,537940,181021,48.0,2015-12-01,before,
Dec-15,Victoria Park,536494,184170,,2015-12-01,before,
Dec-15,Manchester Road/East Ferry Road,538033,178360,25.8,2015-12-01,before,
Dec-15,Buckfast St/Bethnal Green Rd,534259,182580,35.9,2015-12-01,before,
Dec-15,Dellow St/The Highway,534951,180779,70.2,2015-12-01,before,
Dec-15,Hale Street,537661,180768,29.5,2015-12-01,before,
Dec-15,Millwall Park,538247,178689,26.6,2015-12-01,before,
Dec-15,Philpot St/Commercial Road,534816,181321,46.7,2015-12-01,before,
Dec-15,Warner Place/Hackney Rd,534255,183130,41.6,2015-12-01,before,
Dec-15,Seyssel Street,538545,178767,27.8,2015-12-01,before,
Dec-15,John Smith Mews,538742,180756,26.1,2015-12-01,before,
Dec-15,Sidney St/Mile End Rd,534968,181878,42.4,2015-12-01,before,
Dec-15,Manchester Road/Ollife Street ,538432,179044,23.4,2015-12-01,before,
Dec-15,Finnis St/Three Colts Lane,534783,182385,,2015-12-01,before,
Dec-15,Paradise Row/Bethnal Green Rd,534959,182757,,2015-12-01,before,
Dec-15,Prestons Road/ Coldharbour,538364,180188,33.8,2015-12-01,before,
Dec-15,Millwall Park,538259,178688,30.2,2015-12-01,before,
Dec-15,Morris/Barchester Street,537731,181761,31.8,2015-12-01,before,
Dec-15,Brodlove Lane,535598,180816,39.8,2015-12-01,before,
Dec-15,Mast House Terrace,537348,178690,28.2,2015-12-01,before,
Dec-15,Whitechapel High St (KFC),533985,181426,59.1,2015-12-01,before,
Dec-15,Bow Rd /Glebe Terrace,537525,182887,,2015-12-01,before,
Dec-15,Fieldgate Street,534232,181584,44.0,2015-12-01,before,
Dec-15,Bromley High Street/ St leonards,537868,182912,30.5,2015-12-01,before,
Dec-15,TH Cemetery Park,536730,182363,20.8,2015-12-01,before,
Dec-15,Grove Rd/Old Ford Rd,535930,183385,45.0,2015-12-01,before,
Dec-15,Bow Common Lane/St Paul's Way,537248,181820,36.2,2015-12-01,before,
Dec-15,Wrexham Road,537581,183208,31.4,2015-12-01,before,
Dec-15,Bonner Road,535356,183223,29.7,2015-12-01,before,
Dec-15,Devas Street /Devons road,537821,182332,34.0,2015-12-01,before,
Dec-15,Dolphin Lane,537539,180688,31.8,2015-12-01,before,
Dec-15,St Katherine's Way,533984,180373,26.9,2015-12-01,before,
Dec-15,Hatfield Terrace/Fairfield Road,537356,183059,30.7,2015-12-01,before,
Dec-15,Westferry Road/Limehouse Link jnct,537100,180791,35.9,2015-12-01,before,
Dec-15,"Cascades, Westferry Road",537115,180074,41.3,2015-12-01,before,
Dec-15,Cavell St/Stepney Way,534884,181667,46.1,2015-12-01,before,
Dec-15,Wapping High St/Sampson St,534444,180122,29.1,2015-12-01,before,
Dec-15,Devons Road / Campbell Road ,537577,182232,41.9,2015-12-01,before,
Dec-15,Bow Rd/Alfred St,537056,182773,45.6,2015-12-01,before,
Dec-15,Jubilee Street/Commercial Rd,535150,181279,,2015-12-01,before,
Dec-15,Hannibal Rd/Mile End Rd,535392,182010,,2015-12-01,before,
Dec-15,Sextant Avenue,538674,178887,16.4,2015-12-01,before,
Jan-16,Colombia Rd/Gossett Street,533883,182815,66.4,2016-01-01,before,
Jan-16,Limeharbour,537953,179357,58.0,2016-01-01,before,
Jan-16,Jubilee Street/Commercial Rd,535150,181279,,2016-01-01,before,
Jan-16,Manchester Road/East Ferry Road,538033,178360,48.6,2016-01-01,before,
Jan-16,Millwall Park,538247,178689,62.8,2016-01-01,before,
Jan-16,Brodlove Lane,535598,180816,66.8,2016-01-01,before,
Jan-16,Seyssel Street,538545,178767,50.6,2016-01-01,before,
Jan-16,Wapping Wall/Garnet St,535132,180337,57.6,2016-01-01,before,
Jan-16,Manchester Road/Ollife Street ,538432,179044,47.2,2016-01-01,before,
Jan-16,Dellow St/The Highway,534951,180779,93.3,2016-01-01,before,
Jan-16,Lawnhouse Close ,538191,179750,64.2,2016-01-01,before,
Jan-16,Philpot St/Commercial Road,534816,181321,70.8,2016-01-01,before,
Jan-16,Prestons Road/ Coldharbour,538364,180188,54.3,2016-01-01,before,
Jan-16,Sidney St/Mile End Rd,534968,181878,72.2,2016-01-01,before,
Jan-16,Cavell St/Stepney Way,534884,181667,71.2,2016-01-01,before,
Jan-16,John Smith Mews,538742,180756,58.5,2016-01-01,before,
Jan-16,Hale Street,537661,180768,,2016-01-01,before,
Jan-16,Chrisp Street/E India Dock Road ,537940,181021,61.1,2016-01-01,before,
Jan-16,Paradise Row/Bethnal Green Rd,534959,182757,,2016-01-01,before,
Jan-16,Morris/Barchester Street,537731,181761,49.0,2016-01-01,before,
Jan-16,Warner Place/Hackney Rd,534255,183130,68.6,2016-01-01,before,
Jan-16,Devons Road / Campbell Road ,537577,182232,69.5,2016-01-01,before,
Jan-16,Buckfast St/Bethnal Green Rd,534259,182580,62.7,2016-01-01,before,
Jan-16,Hatfield Terrace/Fairfield Road,537356,183059,30.5,2016-01-01,before,
Jan-16,Brick Lane/Princelet St,533866,181860,67.5,2016-01-01,before,
Jan-16,Wrexham Road,537581,183208,52.9,2016-01-01,before,
Jan-16,Wapping High St/Sampson St,534444,180122,59.5,2016-01-01,before,
Jan-16,Bromley High Street/ St leonards,537868,182912,53.9,2016-01-01,before,
Jan-16,St Katherine's Way,533984,180373,48.5,2016-01-01,before,
Jan-16,Finnis St/Three Colts Lane,534783,182385,54.2,2016-01-01,before,
Jan-16,Millwall Park,538259,178688,54.2,2016-01-01,before,
Jan-16,Hannibal Rd/Mile End Rd,535392,182010,,2016-01-01,before,
Jan-16,Mast House Terrace,537348,178690,42.6,2016-01-01,before,
Jan-16,Parnell Rd/Old Ford Rd,536874,183741,52.5,2016-01-01,before,
Jan-16,Rhondda Grove/Mile End Rd,536542,182589,58.2,2016-01-01,before,
Jan-16,Victoria Park,536494,184170,,2016-01-01,before,
Jan-16,Wentworth Mews,536452,182454,73.9,2016-01-01,before,
Jan-16,Victoria Park,536494,184170,,2016-01-01,before,
Jan-16,Ackroyd Drive,536767,181771,62.2,2016-01-01,before,
Jan-16,Ford Close/Roman Rd,536457,183301,63.8,2016-01-01,before,
Jan-16,Dod St/Burdett Rd,537026,181227,47.8,2016-01-01,before,
Jan-16,Harford St/Mile End Rd,536089,182258,64.9,2016-01-01,before,
Jan-16,Rich Street,536937,180987,58.1,2016-01-01,before,
Jan-16,Watney Market,534938,181257,48.6,2016-01-01,before,
Jan-16,Ben Johnson Road,536080,181721,67.9,2016-01-01,before,
Jan-16,Wick Lane/Autumn St,537304,183619,67.2,2016-01-01,before,
Jan-16,Rhodeswell Rd,536574,181338,55.6,2016-01-01,before,
Jan-16,Fairfield Road/Tredegar Road ,537159,183415,74.8,2016-01-01,before,
Jan-16,Locksley St/St Paul's Way,536702,181646,46.9,2016-01-01,before,
Jan-16,Bow Rd /Glebe Terrace,537525,182887,,2016-01-01,before,
Jan-16,Stepney Green,535545,181604,60.2,2016-01-01,before,
Jan-16,TH Cemetery Park,536730,182363,44.8,2016-01-01,before,
Jan-16,Globe Rd/Mile End Rd,535295,182820,86.2,2016-01-01,before,
Jan-16,Bow Common Lane/St Paul's Way,537248,181820,70.5,2016-01-01,before,
Jan-16,Whitechapel Market,534516,181744,96.3,2016-01-01,before,
Jan-16,Dolphin Lane,537539,180688,61.8,2016-01-01,before,
Jan-16,Westferry Road/Limehouse Link jnct,537100,180791,61.7,2016-01-01,before,
Jan-16,Fieldgate Street,534232,181584,,2016-01-01,before,
Jan-16,"Cascades, Westferry Road",537115,180074,68.3,2016-01-01,before,
Jan-16,Grove Rd/Old Ford Rd,535930,183385,64.5,2016-01-01,before,
Jan-16,Bow Rd/Alfred St,537056,182773,72.2,2016-01-01,before,
Jan-16,Bonner Road,535356,183223,56.6,2016-01-01,before,
Jan-16,Devas Street /Devons road,537821,182332,70.5,2016-01-01,before,
Jan-16,Zetland Street/A12,538178,181747,85.8,2016-01-01,before,
Jan-16,St Stephen's Rd/Tredegar Rd,536713,183070,73.8,2016-01-01,before,
Jan-16,Commercial St/Calvin St,533583,182066,78.5,2016-01-01,before,
Jan-16,Bethnal Green Rd/ Brick Lane,533860,182442,72.6,2016-01-01,before,
Jan-16,Thames Path Storers Quay,538730,178733,44.7,2016-01-01,before,
Jan-16,Sextant Avenue,538674,178887,36.3,2016-01-01,before,
Jan-16,Newport Avenue,538955,180872,47.1,2016-01-01,before,
Jan-16,Calvert Ave/Boundary Street,533507,182569,63.0,2016-01-01,before,
Jan-16,Mansell St,533801,180726,,2016-01-01,before,
Jan-16,Whitechapel High St (KFC),533985,181426,79.3,2016-01-01,before,
Jan-16,Blair Street (End of Street),538366,181180,87.0,2016-01-01,before,
Jan-16,Portree Street,538895,181296,66.9,2016-01-01,before,
Feb-16,Thames Path Storers Quay,538730,178733,39.7,2016-02-01,before,
Feb-16,Rich Street,536937,180987,58.7,2016-02-01,before,
Feb-16,Lawnhouse Close ,538191,179750,56.6,2016-02-01,before,
Feb-16,Commercial St/Calvin St,533583,182066,69.7,2016-02-01,before,
Feb-16,Paradise Row/Bethnal Green Rd,534959,182757,65.5,2016-02-01,before,
Feb-16,Sextant Avenue,538674,178887,38.6,2016-02-01,before,
